p_val,avg_log2FC,pct.1,pct.2,p_val_adj,gene
9.004538650566013e-8,-1.367289855563437,0.036,0.101,0.002512176238121412,CCNYL1
9.502003719374632e-8,1.4652058908398795,0.19,0.098,0.0026509640176683286,RIT1
9.610155718290818e-8,-0.27788721224561197,0.771,0.859,0.0026811373438459553,COX7C
9.6774819694919e-8,-1.0407817799369257,0.082,0.168,0.002699920694668545,PIN4
9.749882245310297e-8,1.1581835918135086,0.196,0.103,0.00272011964761912,BAZ2A
9.841622938155806e-8,-1.5864006740245393,0.025,0.082,0.002745714383516088,SGPL1
9.957626903502235e-8,0.8086390223082411,0.32,0.215,0.0027780783298080886,CKAP2
1.0013293072312992e-7,-0.4154344617671686,0.519,0.67,0.0027936086342446017,UQCRH
1.0422575259313926e-7,-0.46016257488074175,0.25,0.386,0.0029077942715959922,RPA3
1.062522815267418e-7,-0.5442494539550116,0.149,0.264,0.0029643324023145698,RAB12
1.0655594662509211e-7,0.9938495045420023,0.265,0.162,0.002972804354893445,HNMT
1.0966144634300474e-7,-5.050933941528023,0.002,0.032,0.0030594446915234892,ZBED3
1.1143451811675901e-7,-0.5359009506558522,0.404,0.538,0.0031089116209394594,TMEM123
1.1255428527733672e-7,-0.390621923835891,0.445,0.603,0.003140152004952417,H2AFV
1.1255683322093265e-7,0.6140091778187491,0.48,0.389,0.0031402230900308,RSRC2
1.1377700127012156e-7,1.3029326626113806,0.227,0.131,0.0031742645584351215,CCDC144B
1.1410895840413915e-7,-0.8770396022056328,0.06,0.138,0.0031835258305170783,ZNF714
1.1672873200691906e-7,-0.6762732553320334,0.153,0.266,0.0032566148942610347,DKC1
1.17031178859792e-7,-1.3030848703886708,0.043,0.111,0.003265052859009337,FAM210A
1.1816412679591478e-7,-3.409443203012556,0.002,0.032,0.0032966609734792264,HIST1H2BH
1.1949772660385115e-7,-0.5325350537535966,0.182,0.304,0.0033338670745208434,STARD7
1.1981993780686678e-7,-2.0563692328108787,0.018,0.067,0.0033428564448737762,FABP5P3
1.2084335457213934e-7,-0.4405491609254361,0.169,0.293,0.0033714087492081155,MTCH1
1.236222267094424e-7,-1.0158619299164284,0.09,0.178,0.003448936502966733,OSBPL9
1.2655640697169725e-7,-1.5427366072359723,0.017,0.066,0.0035307971981033814,CDC42P3
1.267328528365555e-7,-0.6116065071518075,0.241,0.372,0.0035357198612870617,JAK1
1.2727058683791226e-7,-0.4623309759144384,0.361,0.513,0.0035507221021909142,TMX1
1.2830264430258705e-7,1.5888249984912082,0.216,0.123,0.003579515473397876,SERPINB2
1.2855417972526472e-7,-0.4788145837992934,0.188,0.311,0.0035865330601551606,TTC37
1.3113560640493378e-7,-0.39217905436900513,0.561,0.71,0.0036585522830912473,LDHB
1.3533132285022752e-7,-4.792582002037442,0.001,0.029,0.0037756085761984975,MRC1
1.359248611030335e-7,-6.699165169355925,0,0.026,0.0037921676999135316,IL1R2
1.3877083842493042e-7,-0.9993976451526276,0.067,0.147,0.003871567621217134,CDYL
1.4542296862455136e-7,1.0551446692464679,0.196,0.103,0.004057155401656358,LRRC37A4P
1.459247993818282e-7,-1.6471147361944807,0.019,0.069,0.004071155977953625,ZBTB8A
1.4630269089495153e-7,3.8461015592399375,0.054,0.005,0.004081698773278253,OLFML2A
1.4673896554190172e-7,1.7426387705101736,0.155,0.072,0.004093870399653516,AFF2
1.477309200578953e-7,-1.0406034784063283,0.131,0.232,0.004121544938695221,CKAP5
1.490545691257931e-7,-0.6452991727727058,0.116,0.216,0.004158473424040502,NUDT5
1.554029706584602e-7,-0.4522628522460901,0.499,0.644,0.004335587478400381,UBL5
1.5689900790745187e-7,-0.6577428053342013,0.217,0.341,0.00437732542161,CALM3
1.6140224589007841e-7,-0.6523079761359916,0.163,0.276,0.004502961258087298,MZT2B
1.6155476360011308e-7,-0.7459307379289353,0.073,0.157,0.004507216349679555,SEPT9
1.6158761664297674e-7,6.488465553731757,0.043,0,0.004508132916722408,ART3
1.6158761664297674e-7,6.847149426130502,0.043,0,0.004508132916722408,PPARGC1A
1.6392019155856527e-7,-1.465915084022126,0.031,0.09,0.004573209424292413,MPP6
1.6522737502605967e-7,-0.4146426239487241,0.226,0.364,0.004609678535852039,ARHGAP30
1.6908047068326772e-7,2.2259175665944717,0.105,0.035,0.004717176051592486,IL31RA
1.7020075072725304e-7,-0.7532644958532001,0.151,0.26,0.004748430744539633,DDT
1.744308600579395e-7,-0.22124732678120562,0.883,0.941,0.004866446564756454,RNASE2
1.76150905402491e-7,1.8599075570944634,0.116,0.043,0.0049144341098240965,ZMAT3
1.7713638567223033e-7,-0.43055702675887164,0.313,0.462,0.004941928023869554,TBCA
1.7768017765144427e-7,-1.3267226348579473,0.032,0.091,0.004957099276297644,MGAT2
1.8024209230370392e-7,-0.44693411425306234,0.259,0.393,0.005028574133181036,MRPL57
1.8585200676674808e-7,-0.3680367896370582,0.637,0.752,0.005185085136785505,UQCRQ
1.8716678984607254e-7,-0.5224106322264044,0.048,0.12,0.005221766269915578,TRIM28
1.891946235153491e-7,1.414413178485526,0.182,0.093,0.005278340801454724,CBR1
1.985065601432104e-7,1.11761906463988,0.356,0.268,0.005538134521435427,CDC42EP3
2.030383510395911e-7,-0.7383525198136107,0.119,0.215,0.005664566955653552,IKBIP
2.0628587721010803e-7,-3.8281651435048163,0.003,0.034,0.005755169688284804,CPED1
2.0690068535865535e-7,-1.0437384219524473,0.078,0.16,0.005772322220821126,PSMB8-AS1
2.0896233663010626e-7,-3.433536168275582,0.005,0.038,0.005829840229643335,CA1
2.0931386505175642e-7,-1.4076401399886507,0.029,0.087,0.0058396475210789524,IRF2BPL
2.1526452074620974e-7,-1.0648033669889392,0.032,0.091,0.006005664864298505,PHGDH
2.20081182048577e-7,-1.076894408157134,0.047,0.115,0.0061400448979732495,SUMO1P3
2.231446074116166e-7,1.390326169486112,0.252,0.163,0.006225511402176692,FERMT3
2.2722336472213706e-7,-1.2839351723562706,0.026,0.082,0.006339304652382902,ADAM28
2.329945023932354e-7,1.1239468653305298,0.293,0.199,0.006500313622268875,ACADVL
2.3387458446536588e-7,1.8434242601554593,0.102,0.034,0.006524867031999243,YPEL2
2.3743703829572262e-7,-0.3870938899629106,0.561,0.699,0.0066242559314123655,C11orf58
2.464519721304256e-7,-1.041715575041116,0.061,0.135,0.006875763570466743,DCAF13
2.474773381235321e-7,-0.313987980641124,0.412,0.575,0.006904370256308422,ATP5J2
2.5579187675618535e-7,-0.7784103296403443,0.098,0.189,0.007136337569620815,LILRB4
2.6364220720045364e-7,-0.741680633625147,0.091,0.179,0.007355353938685456,RASSF3
2.6950650767009186e-7,-0.7658658114374988,0.038,0.103,0.007518962057487893,LOC101927284
2.745929869216672e-7,-0.7564753936781632,0.106,0.2,0.007660869742127593,UBP1
2.748170240869941e-7,-4.619167726025766,0.002,0.03,0.007667120155003049,SELENOP
2.7881863394054737e-7,-0.4624666119893915,0.319,0.457,0.007778761068307331,YY1
