p_val,avg_log2FC,pct.1,pct.2,p_val_adj,gene
0.035727476665445713,1.6506440589906979,0.051,0.03,1,JOSD2
0.03575649451750383,-0.3431326583883747,0.083,0.115,1,BLZF1
0.035764693765784054,2.094732900534014,0.026,0.011,1,LINC01504
0.03584037362637821,-0.2160784177643622,0.138,0.183,1,JMJD6
0.03584959177309806,0.6121031811506776,0.242,0.212,1,SETD5
0.03594727315377386,1.946009036053793,0.021,0.008,1,CYB561
0.03598559704460619,1.1310757380314262,0.078,0.053,1,ILF3-AS1
0.03598844585625879,1.8287927798107506,0.021,0.008,1,EPN2
0.03605760601826712,0.9737999236558758,0.14,0.109,1,PAPD4
0.036088129558819564,-1.0075805950317611,0.013,0.027,1,NANP
0.036093445233749126,-0.1232404600879402,0.503,0.601,1,USMG5
0.0360952855552367,-0.24985400090848175,0.038,0.061,1,ICK
0.03619541013114793,-0.460435466748752,0.047,0.072,1,ZNRD1
0.036202401030255106,-0.17838235065752722,0.278,0.349,1,ANKHD1
0.03627037957454013,-0.5325143954094766,0.038,0.061,1,INO80B
0.03638075367255092,-0.47208685227682556,0.045,0.069,1,ZNF598
0.0364102496489753,0.788548859978928,0.149,0.117,1,TMEM35B
0.036428802835314536,-0.39806601982957535,0.061,0.088,1,ANAPC1
0.03658480242089607,-0.5941163201515387,0.034,0.056,1,RPP21
0.03671592482348628,-0.3148542723808909,0.075,0.107,1,TIMM44
0.036782105480560996,-0.7105478530845519,0.045,0.069,1,CHPT1
0.036822489711556196,1.4350288562076208,0.039,0.021,1,ITGA7
0.03685981918966997,-0.16907551967021295,0.062,0.091,1,CUTC
0.03690371999837794,-0.12445059002166525,0.084,0.117,1,PELI2
0.03692123011702585,-0.6020920639002267,0.058,0.085,1,ZDHHC12
0.03695307527542083,-1.1616040355136086,0.018,0.034,1,SLC25A33
0.036987032710881884,1.2195520019493933,0.049,0.029,1,SLC35E2
0.037012036305120045,-0.12823159629780467,0.17,0.218,1,GGH
0.037019405567066475,0.8225485906632006,0.125,0.095,1,FBXW2
0.03709198073892522,1.7528981056039874,0.041,0.022,1,LZTR1
0.037101196345359015,-0.6238374033648686,0.03,0.05,1,APPL2
0.03712073926937655,0.9921858288392125,0.046,0.026,1,TSHZ3
0.037176907526409904,-0.4446636693342936,0.031,0.051,1,CRTC2
0.03718352490012023,-0.4318937800753808,0.051,0.077,1,UNC50
0.037188550756590416,0.1993250295783724,0.182,0.24,1,OPA1
0.037231612033227654,0.6573680851674466,0.129,0.099,1,UBXN7
0.03725351875278904,1.8872116037430224,0.033,0.016,1,HIST1H2BF
0.037399927260549456,0.62342110008986,0.155,0.122,1,ZFAND6
0.03748539241921559,0.5861043442383453,0.137,0.104,1,PTAR1
0.03751302251006155,-0.29377066433309085,0.064,0.093,1,CLPTM1L
0.03777019649209243,-0.24958050855919112,0.013,0.027,1,DCBLD2
0.03779376193549176,-0.694006780911872,0.026,0.045,1,TSSC4
0.03788195591735381,-0.33871715579442796,0.094,0.128,1,WBP4
0.03788804848540473,-0.22205453214771165,0.074,0.104,1,CHTF18
0.03791092111094857,1.2343571925157977,0.026,0.011,1,RASSF7
0.03798320457318986,-0.17871138756091698,0.038,0.061,1,LCLAT1
0.03803394758495989,1.392232380141532,0.033,0.016,1,SMG1P2
0.03805785754830623,1.6407585977626793,0.066,0.043,1,MVP
0.038102463301291495,1.57993222176699,0.033,0.016,1,AFG1L
0.03811418137293629,-0.36086593380514387,0.031,0.051,1,ELMOD2
0.03815567006132164,-0.27150369577968325,0.079,0.111,1,RAB11FIP2
0.03819993276013592,1.1436400479700548,0.074,0.05,1,SLCO4C1
0.03825860731744217,-0.19224321189687155,0.059,0.087,1,DMAP1
0.0384076218628985,0.7261725732196324,0.145,0.115,1,ADAM17
0.03844974829056708,0.8299075576434392,0.061,0.038,1,CRISPLD2
0.038478845718202745,0.928473934561628,0.12,0.091,1,FNTA
0.03847898391282663,1.0624988984569004,0.071,0.046,1,AVL9
0.03851602789513105,-0.2446487376653197,0.022,0.04,1,GCDH
0.03865623448873593,-0.7629137993551418,0.012,0.026,1,GPHN
0.0387143949384008,-0.45244198641069033,0.08,0.111,1,SUCLA2
0.0387912293954204,0.913043444550008,0.118,0.09,1,GLB1
0.038807904424213654,-0.17257638987560975,0.25,0.311,1,GNL3L
0.038909847719659774,-0.2712205184394796,0.07,0.099,1,INCENP
0.038964421692855106,0.8959142562583757,0.06,0.037,1,SMG6
0.038980099653839785,-0.883911443884541,0.012,0.026,1,PTCSC1
0.039001774910538405,-0.4916018596350291,0.012,0.026,1,HARS2
0.039054726736942394,-0.1627744150900554,0.313,0.375,1,SETD2
0.039156321217515756,-0.3354631233793639,0.088,0.122,1,SRFBP1
0.03919559924385801,-0.36970070108640796,0.044,0.067,1,TSEN34
0.0394647874947796,1.8205405305100877,0.019,0.006,1,ZNF767P
0.03957861058621808,-0.20430218806035882,0.304,0.365,1,BDP1
0.03959836437081254,1.323611929472698,0.089,0.064,1,GFPT1
0.03963961621381642,0.1007256510638801,0.119,0.16,1,PRMT1
0.03967872632354693,-0.4579846618358925,0.012,0.026,1,NSDHL
0.03973599658483618,0.9374836730307785,0.051,0.03,1,ENGASE
0.039751547485700096,-0.16439230496484258,0.042,0.066,1,MCRIP1
0.03978884337532415,-0.4147141120143685,0.012,0.026,1,DPP6
0.03982922545965863,-0.36101094281448853,0.097,0.131,1,AASDHPPT
0.03992132313222986,-0.6510898920626031,0.012,0.026,1,FANCE
0.04000997711085974,-0.23069594387773296,0.085,0.117,1,CEP83
0.0401202401991378,-0.49885872540144893,0.04,0.062,1,VPS50
0.040181556942699356,3.5661099087851627,0.01,0.002,1,FRRS1
0.040181556942699356,2.80457024851611,0.01,0.002,1,LINC01127
0.040181556942699356,3.2812668409974304,0.01,0.002,1,LOC101927543
0.040181556942699356,2.96788455356465,0.01,0.002,1,PRSS12
0.040181556942699356,3.3309488215624556,0.01,0.002,1,TRPM4
0.040182154358442496,-0.12766392168080642,0.076,0.107,1,BDH2
0.040231898597632015,-0.36394246345304904,0.012,0.026,1,CABLES2
0.04025038651526112,3.21415773313391,0.01,0.002,1,SOX6
0.04025038651526112,3.200116103688342,0.01,0.002,1,UBTD1
0.04031931605222375,2.849057212823106,0.01,0.002,1,BTBD8
0.040358090058488075,0.7155502116849433,0.067,0.043,1,ZBED6
0.04039769017105614,-0.8149965076786385,0.017,0.032,1,RAD54L
0.040422653753095894,0.626497052070013,0.073,0.048,1,KIAA1841
0.04045747546191374,2.537507731170572,0.01,0.002,1,AOC1
0.04045747546191374,2.8465472464950814,0.01,0.002,1,HOXB-AS1
0.040526705556072955,2.713094340987827,0.01,0.002,1,LINC00513
0.040539665315823356,-0.10699325092714751,0.163,0.212,1,APRT
0.040594166588173206,-0.136306049303773,0.147,0.192,1,COMMD2
0.040595225293267215,-0.3760812775014952,0.07,0.099,1,MRFAP1L1
0.040597589988734854,0.7771439547269641,0.094,0.067,1,ATXN2
0.04076908115690911,-0.5935670893345182,0.012,0.026,1,ALKBH2
0.04078948891772468,-0.21557454467355353,0.061,0.088,1,GNPNAT1
0.040795141985452615,0.6450974207016462,0.197,0.167,1,ZDHHC3
0.04079613128554939,-0.23052873249775363,0.037,0.059,1,TSPYL4
0.040804631114317445,1.5255492137756965,0.01,0.002,1,MFSD3
0.040859300962535476,-0.17452703424601745,0.061,0.09,1,NDUFS8
0.040987239193701196,-0.4757470652773623,0.077,0.107,1,RAF1
0.0409931935074749,-0.12814364558183666,0.432,0.516,1,PSMA1
0.04102861016264317,0.7081796160423979,0.019,0.006,1,LINC00641
0.04108983466668783,-0.11746915595793173,0.771,0.857,1,HNRNPC
0.0412076078475447,1.18513020051732,0.062,0.04,1,SOGA1
0.041293550586014215,0.5368505755780076,0.136,0.106,1,ZNF318
0.04129866352534278,1.6226004234373126,0.048,0.029,1,KANSL1L
0.04132071665761403,-0.10307166105032484,0.144,0.188,1,ZNF24
0.04134729285338009,0.8527768855594329,0.057,0.035,1,RSPH3
0.04139895585186444,-0.5373136901086333,0.069,0.098,1,NUP160
0.041442839297792515,0.7933241838434719,0.101,0.074,1,SBDSP1
0.041475396681283506,0.5946161503984962,0.218,0.186,1,HSH2D
0.041478543538097996,0.5730400263927401,0.233,0.2,1,MYO5A
0.04150090828205286,-1.0629016872136776,0.011,0.024,1,ALDH1L2
0.04151165649447291,1.6274400677479792,0.023,0.01,1,THBS4
0.04163548464956708,-0.25923680320411124,0.034,0.056,1,SYMPK
0.04170434135477577,1.1021687041584198,0.057,0.035,1,S100PBP
0.041706495719582536,1.3204199571495003,0.028,0.013,1,LINC00528
0.04173666813157417,-0.2658874936810871,0.114,0.154,1,C17orf62
0.04175313777263912,1.3319556028938662,0.034,0.018,1,CH17-340M24.3
0.041898669545639235,0.3500893460106535,0.275,0.242,1,TCF25
0.041933050395503615,1.0435289785555066,0.07,0.046,1,USE1
0.04197953966659617,1.80753724880499,0.016,0.005,1,DYNC2H1
0.042012632362095265,-0.7689667321234168,0.025,0.043,1,FAM117B
0.04207979740065865,0.6520593547337039,0.25,0.223,1,C4orf48
0.042103374559712296,-0.27039105065065394,0.037,0.059,1,RAD9A
0.042216099340751184,-0.5929231137779247,0.011,0.024,1,WDYHV1
0.04221700260130788,-0.2554461506697516,0.13,0.17,1,NAE1
0.04225944431625782,1.4759799447072872,0.045,0.026,1,PRUNE2
0.04231224143676246,-0.7358300147898129,0.011,0.024,1,HIPK1-AS1
0.04232640161571659,-0.6235044181555276,0.026,0.045,1,DZIP3
0.04237623968002146,-0.34925508592638876,0.074,0.104,1,NAXE
0.042381939750337376,-0.28678973888051984,0.068,0.096,1,PPP1R14B
0.04242560506330028,-0.10526957977547546,0.113,0.149,1,NCBP2-AS2
0.042561113198312905,-0.7846175800934412,0.025,0.043,1,SLC25A26
0.0425763383851636,3.287499031120408,0.013,0.003,1,C18orf65
0.0425763383851636,2.885794726858175,0.013,0.003,1,DGCR6
0.04259214075289389,-0.18176477407388805,0.233,0.285,1,KIF22
0.04261203592538735,1.1939839971962805,0.043,0.024,1,DENND1C
0.04262331862170475,0.7057304552629808,0.151,0.119,1,MCU
0.04263900934699122,3.1501567970100774,0.013,0.003,1,C9orf47
0.042639773327163344,-0.2656201644426548,0.017,0.032,1,ZNF737
0.04270175829833926,2.8355229901146295,0.013,0.003,1,ANKRD44-IT1
0.042729399399544725,0.978183571455528,0.092,0.066,1,IFT52
0.042742948304237,-0.15094498707392123,0.034,0.054,1,RPS6KB2
0.04276458531261515,2.7052229947711073,0.013,0.003,1,DHRS1
0.04276458531261515,2.811139372239831,0.013,0.003,1,TP73
0.04279127311024815,-0.7532324654943885,0.029,0.048,1,NECAP2
0.04289047382374212,2.7480368892480964,0.013,0.003,1,CDH23
0.04289047382374212,2.7394160365305016,0.013,0.003,1,ECM1
0.04289047382374212,2.491756717924824,0.013,0.003,1,NPIPA5
0.04296850427777789,-0.1503736167958114,0.017,0.032,1,TMUB1
0.04312268416834367,-0.2931251402920063,0.044,0.067,1,CCDC138
0.043143190834656064,2.391285843719225,0.013,0.003,1,PPIP5K1P1-CATSPER2
0.043325221637623874,-0.5773823141219016,0.109,0.143,1,CLPX
0.04333605395844378,0.4690120400008106,0.322,0.293,1,EEA1
0.043365824527007976,-0.4873056507520439,0.029,0.048,1,UBXN8
0.04342034181228224,1.0736598204184329,0.064,0.042,1,VAMP4
0.04349341534589633,-0.15848678964701213,0.119,0.159,1,CDC26
0.04358368587842787,-0.2337910001605863,0.021,0.038,1,CLP1
0.04359505392918018,-0.16073377362910946,0.1,0.135,1,STRN
0.04360584074246568,1.8103629202304998,0.03,0.014,1,FXR2
0.04384274815869663,0.9015396909365969,0.034,0.018,1,HIST1H2BJ
0.04387886025562669,-0.15491473366114605,0.494,0.566,1,HP1BP3
0.04391623145717813,-0.3419077384961242,0.053,0.079,1,TCTEX1D2
0.04394185854336905,-0.4477631322664952,0.057,0.083,1,CARHSP1
0.04404804340473187,0.19362719207146162,0.042,0.066,1,TATDN2
0.044115718100583734,-0.4303100530762518,0.04,0.062,1,RAB3IP
0.044126708941553364,-1.2108036413461214,0.01,0.022,1,SLC25A19
0.04422038765150995,-0.31995753074380806,0.017,0.032,1,URB1-AS1
0.04422323266734994,-0.8847732738690826,0.028,0.046,1,ZNF268
0.044236555706549455,-0.394943371118633,0.065,0.093,1,REXO2
0.04424899582478487,0.5482094195818569,0.163,0.131,1,TMED7
0.044334241416294266,-1.1444244225496445,0.01,0.022,1,ZNF257
0.044363006717456126,-0.2261056922194955,0.063,0.091,1,SART1
0.044478690683372415,-0.7119698439430291,0.02,0.037,1,FBXW8
0.044647494309904216,-0.17031684264135727,0.291,0.351,1,ELOC
0.044699743358737255,1.0245581855370627,0.085,0.059,1,RBM18
0.04474348313983378,-0.7114651266509755,0.041,0.062,1,GNB5
0.04477138610266343,-0.30683671142456115,0.029,0.048,1,RPL23AP7
0.04493993327285354,-0.1629561518583159,0.165,0.208,1,DR1
0.04498556417843676,0.6663178304700985,0.185,0.155,1,MGEA5
0.04503326067266056,-1.306852924122024,0.024,0.042,1,TMEM251
0.04503783152985496,0.3791211829168539,0.506,0.494,1,OSBPL8
0.04507158231546802,-0.8299526836701792,0.016,0.03,1,THOP1
0.04508400345623341,-0.24878059813863018,0.04,0.062,1,TBC1D10C
0.04510778059330657,-0.8802721633110462,0.02,0.037,1,BRMS1L
0.04511366333665113,-0.6046792862963675,0.032,0.051,1,FANCA
0.04511971740085457,0.5153671281676226,0.359,0.348,1,SPCS1
0.045165617386032496,0.8657298663039965,0.066,0.043,1,GAB2
0.04521649018566982,0.6965427615072202,0.134,0.104,1,WARS
0.04530348718911623,0.315591261107272,0.143,0.112,1,CCNT1
0.04537383423303702,-0.2974806477044001,0.143,0.186,1,KAT6A
0.045393678758521,-0.18326964125215017,0.044,0.067,1,SLC35B3
0.04542209979956441,-0.23515413679612485,0.154,0.196,1,ARFGEF2
0.045480811850626655,-0.38698837941056796,0.065,0.093,1,DANCR
0.045554863107569066,0.1658677181035202,0.065,0.095,1,CFAP20
0.04563293141727947,-0.43581070932388455,0.035,0.056,1,MGAT4A
0.045643928391393446,-0.4306818380097661,0.074,0.104,1,PMF1
0.045741105063597944,0.8531151816909484,0.066,0.043,1,IPCEF1
0.045747262433864545,0.8651474836973942,0.081,0.056,1,SNHG12
0.04579702635561328,1.5150553010034504,0.038,0.021,1,LOC102724532
0.04586362027594204,-0.3714732873825648,0.01,0.022,1,RHOBTB1
0.04588825055752323,0.9698717913295467,0.045,0.026,1,NMRK1
0.04614447882297589,-0.1902983541829424,0.046,0.069,1,ARAP2
0.046196773413699654,2.0370939797134477,0.025,0.011,1,BSPRY
0.0462032497268336,-0.1897089767370621,0.091,0.125,1,PHTF2
0.04633479490006626,-0.2986653110163551,0.065,0.093,1,ZFY
0.046337754681831204,0.4613290717791707,0.179,0.146,1,RGS19
0.04636141489614712,0.10882154475747918,0.087,0.12,1,STK38
0.04638760933342307,-0.4356790884756707,0.016,0.03,1,PEMT
0.046423960645749975,1.2928632443670645,0.038,0.021,1,NAA40
0.04644363819216905,-0.4085609704004862,0.039,0.061,1,ABRAXAS2
0.04656268936021855,0.8978946958042031,0.159,0.131,1,FAM91A1
0.046672911789254506,1.1126404847357536,0.048,0.029,1,PLAGL2
0.04675488221432236,1.8890732567775146,0.025,0.011,1,SREBF1
0.04699337526962015,-0.16821014359553121,0.049,0.074,1,RACGAP1
0.04702500212949324,-0.17351835812525995,0.108,0.144,1,TUBB6
0.047415868198806756,-0.4067415927953526,0.057,0.082,1,WDR5
0.04744981597013967,-0.9011522707046815,0.031,0.05,1,USP28
0.047601473578702425,-0.234147940387331,0.08,0.111,1,PARG
0.04767348385584938,-0.6441610994630356,0.024,0.042,1,WDR45
0.04784233861748053,-0.10551065247656011,0.101,0.136,1,PSMD13
0.04787747700106117,-0.41750961710571,0.032,0.051,1,C12orf49
0.04804904205210442,0.7296340328782913,0.201,0.171,1,CCDC186
0.048090952033334126,0.8071973989185661,0.118,0.09,1,FAM198B
0.04811725557290249,-0.8693868556613378,0.009,0.021,1,IDI2
0.04811725557290249,-1.1261765865905375,0.009,0.021,1,LOC105373656
0.04828596744122776,1.2133734199123847,0.04,0.022,1,METTL7B
0.048309564559244685,-0.5888149028965852,0.041,0.062,1,FBXO4
0.04840815955098806,-1.4203986979726455,0.009,0.021,1,ZNF764
0.048425571499549264,0.3442600928626073,0.147,0.117,1,COIL
0.048563112757042205,0.2073498574614856,0.029,0.048,1,ETFDH
0.048628341565462106,-0.7217668609762833,0.023,0.04,1,FAM89B
0.048641941548845394,-0.5645613689234681,0.009,0.021,1,CTAGE1
0.04879741982810611,-0.11383842202869854,0.069,0.098,1,COX10
0.04883061576370347,1.1338607445771602,0.061,0.04,1,SNORD3A
0.04885542100448548,0.5172673355747128,0.137,0.106,1,ARPC5L
0.048894476126189745,0.5241373360357635,0.116,0.087,1,UHRF2
0.049013124102450824,-0.25600497373800035,0.052,0.077,1,URM1
0.04904937938134324,-0.10847523891470501,0.082,0.114,1,OXCT1
0.04905368444588646,-0.19407357416163418,0.028,0.046,1,MPPE1
0.049197985191358796,-0.45805381815591395,0.052,0.077,1,ZNF430
0.049332728783762644,-0.19386519765156662,0.095,0.128,1,PHF19
0.04940830478328815,-0.48582433162139615,0.009,0.021,1,LINC00969
0.04941047357288285,-0.8686853128720577,0.015,0.029,1,ZNF747
0.049456169105023165,-0.19429195216711492,0.16,0.204,1,EIF2S1
0.0495637330569682,-0.21967661072926792,0.161,0.202,1,NUDT1
0.04958789461435306,-0.41867625807366293,0.061,0.087,1,PHF2
0.049596531781773125,-0.18939250151951903,0.035,0.056,1,SLC10A7
0.049730644374137864,1.3003162732495732,0.032,0.016,1,DNAJA4
0.049834607101487925,0.15680485662259014,0.55,0.556,1,TMBIM6
0.04985143142895843,0.8689713817364453,0.05,0.03,1,RASGRP4
0.05010868715675591,0.6636783256893498,0.174,0.144,1,AFF4
0.05014145529460525,0.4460466170021571,0.21,0.178,1,BNIP3L
0.05029142944186232,-0.37893594501993055,0.13,0.167,1,SMG7
0.05035243623712697,-0.6445845061537523,0.037,0.058,1,LOC101927752
0.05036539759262722,-0.5246576664537281,0.009,0.021,1,ZNF28
0.05039795552546947,-0.10377505377331397,0.015,0.029,1,DEPTOR
0.050416030748698076,0.41575945513697804,0.227,0.192,1,UPF2
0.05045794249087114,-0.9854478026727289,0.023,0.04,1,ZNF44
0.0505448229394976,-0.5562925842387378,0.02,0.035,1,ZNF496
0.050644279684441136,-0.17998977796589788,0.048,0.072,1,ADAM15
0.05090023603941308,1.169493234296888,0.075,0.053,1,ATG7
0.05091384853671174,-0.42441866641661186,0.023,0.04,1,LOC100288798
0.051034924469840044,-0.16933664845604168,0.648,0.732,1,CTSS
0.051101842210809566,-0.14170128975912233,0.053,0.079,1,EHD4
0.051116940559142864,0.8168449462747462,0.04,0.022,1,CYB5D2
0.05114270748732745,0.9951568654063878,0.094,0.069,1,GBA
0.05122545214660901,-0.4280741387755813,0.065,0.091,1,GALC
0.051291131667730014,-0.3309626454858514,0.064,0.091,1,CLOCK
0.05136416003777336,-0.2022160814260301,0.071,0.099,1,TEC
0.05144132523810441,-0.24909467113964157,0.02,0.035,1,CA5BP1
0.051503233357751234,-0.11102335683111342,0.015,0.029,1,TTC26
0.051599318822560705,1.0927280857541086,0.071,0.048,1,CSRNP1
0.05162057591545641,-0.2569969773743883,0.089,0.122,1,USP39
0.05164889100705606,-0.7783385856388523,0.019,0.034,1,DCLRE1A
0.051667316110361336,-0.6241983020265192,0.023,0.04,1,CPSF4
0.05185473627616811,0.4114839087839839,0.151,0.119,1,RAB5A
0.05189193155351718,1.8046222299247603,0.018,0.006,1,FLYWCH1
0.0519205363338131,-0.46871827033020264,0.023,0.04,1,GSK3A
0.051953789376206115,1.90788159526919,0.018,0.006,1,IL1R1
0.051992061699804644,-1.3419582808744037,0.008,0.019,1,ZNF717
0.05201570887131201,1.5831666832080908,0.018,0.006,1,HKR1
0.052040497730636605,2.271282754898497,0.022,0.01,1,CSAD
0.052043318311275046,-0.14511852234295508,0.124,0.162,1,CEP135
0.05211380956665377,0.9751541609050567,0.027,0.013,1,TOMM40L
0.0521188181206302,-0.9364221415176508,0.014,0.027,1,PSKH1
0.05213973305955895,2.0481595744055436,0.018,0.006,1,BCORL1
0.05218667658371785,-0.7353171890206234,0.008,0.019,1,VPS18
0.052187968995849585,0.4521453691609584,0.233,0.204,1,KPNA4
0.052242563174106936,0.4691742070779133,0.217,0.183,1,ARCN1
0.05234318652800742,1.579897295621043,0.047,0.029,1,SLC24A4
0.05236761986187246,2.5170420980423946,0.022,0.01,1,CXCL2
0.05241733230495906,0.6629348430454307,0.127,0.098,1,GPBP1L1
0.052600296412647955,-0.28005714156866257,0.087,0.117,1,GRK3
0.05264314821232803,-0.7456612246253744,0.008,0.019,1,GUSBP1
0.0526459710296891,-0.47357563572718897,0.038,0.059,1,CCZ1
0.052826295077531026,1.609419950689479,0.018,0.006,1,ZNF14
0.052847205448468326,-0.10051314711116177,0.041,0.062,1,PI4K2B
0.05286152558955899,2.0497526312133063,0.022,0.01,1,INCA1
0.05289075616045193,0.13603389188500037,0.053,0.079,1,RABL3
0.05307855001761151,-0.42755512799377193,0.071,0.098,1,MAP3K4
0.0531025781756871,-1.8680695507783138,0.007,0.018,1,CBR3
0.053107401336864105,-0.40885228865693124,0.027,0.045,1,KYAT3
0.05323642273698566,-0.8152617741017769,0.014,0.027,1,LOC105372480
0.05334938478954473,-0.4301592977508073,0.044,0.066,1,ABT1
0.05334998980314694,-0.18628632111700716,0.054,0.079,1,PRPS1
0.05343180719942909,-0.5080067162150996,0.027,0.045,1,PITPNA-AS1
0.05375110515952844,0.6924470864305889,0.044,0.026,1,TIFA
0.05376911697867677,-0.11042971728433226,0.073,0.101,1,MAF1
0.05377957591474676,0.7637052553075874,0.06,0.038,1,RNF170
0.053813548045846524,-0.11534366168065335,0.12,0.159,1,GATAD2A
0.05402478870379673,-0.25211107893390805,0.101,0.133,1,FAF1
0.05404249279418008,1.3360422939305723,0.047,0.029,1,RBM43
0.05406291320218077,-0.30672570150246736,0.073,0.101,1,DRG1
0.05410781983368968,-0.6101050173247136,0.019,0.034,1,KIF21B
0.054319218636562,-0.24407205033973378,0.071,0.098,1,BTBD7
0.054320211322115376,-0.3765955695823786,0.047,0.071,1,PES1
0.05438899366031689,-0.10888193282539094,0.048,0.072,1,BICRAL
0.054521753820657076,-0.6928653499934767,0.056,0.08,1,DHX16
0.05463968600229831,-0.7760996875677253,0.022,0.038,1,BPGM
0.054844725623281694,0.15100597840018537,0.042,0.064,1,POLG
0.05487133915325369,-0.5931389548563546,0.034,0.053,1,CBR4
0.055000494807394676,-0.9085277588730207,0.007,0.018,1,PLXDC1
0.05508782812318918,0.7036349621126127,0.177,0.151,1,LASP1
0.05513161679911327,-0.14902303482612778,0.151,0.192,1,HSPH1
0.0552261805234816,-0.6400539392839244,0.019,0.034,1,RIN2
0.055429846896165376,-0.5235174375670955,0.007,0.018,1,MAPK7
0.05555734591687029,-0.6342100142100802,0.034,0.053,1,NAF1
0.05557035144648723,-0.34260878523251526,0.019,0.034,1,DHODH
0.05558153423647829,-1.003632811570697,0.046,0.067,1,EXOSC7
0.05560251226880682,0.3620565735392959,0.217,0.188,1,ZKSCAN1
0.05564556815859468,2.614127890566004,0.015,0.005,1,OASL
0.055859467591368506,1.0516685273109916,0.097,0.072,1,C21orf58
0.05586198842361302,-0.41493717517234074,0.007,0.018,1,NPIPB5
0.055878158832621226,-0.7033486934157551,0.025,0.042,1,ITGB7
0.056006657747146,2.6403366285666965,0.015,0.005,1,PLIN5
0.05602292818017711,-1.5753538005242858,0.013,0.026,1,KLF5
0.056090231258049975,-0.3472664979640898,0.014,0.027,1,FAAP24
0.056177631276839966,-0.19479723068282717,0.181,0.226,1,PUM2
0.056234275154949484,-0.4543702903776481,0.022,0.038,1,ZNF518B
0.056268189731775727,-0.3018374255581282,0.056,0.08,1,ORMDL2
0.056296932541036716,-0.19645873928470436,0.007,0.018,1,CCDC51
0.056351034547561935,0.41699185140069706,0.166,0.135,1,MPHOSPH9
0.056362110515663026,0.23153972275607493,0.632,0.662,1,EIF4G2
0.056404757678371574,1.5184592375081012,0.037,0.021,1,EIF4ENIF1
0.056442289217958956,-0.5522154344376098,0.04,0.061,1,HDGFL2
0.05657743436111201,0.2607741073383758,0.506,0.498,1,PTGES3
0.05666153634211793,-0.4091150251601636,0.007,0.018,1,ZNF337
0.05666153634211793,1.887862865755801,0.015,0.005,1,LOC105377102
0.05673469242075383,1.6725787305310025,0.015,0.005,1,PSEN2
0.056898082650457614,-0.14837470567418962,0.277,0.338,1,CAPN2
0.056994898946832934,1.134680353948036,0.115,0.09,1,OSER1
0.05719793049159352,-1.6344368144660457,0.007,0.016,1,FZD2
0.05725628154853379,-0.5262336039372193,0.022,0.038,1,UMAD1
0.057302957757701396,-0.3803455579646402,0.078,0.107,1,ABCB10
0.057345272380230856,1.1610752584721293,0.029,0.014,1,BCYRN1
0.0573687202233463,-0.21244515643574235,0.019,0.034,1,LOC104968399
0.05739664065993982,1.133264313048583,0.015,0.005,1,MELTF
0.057692894677683404,1.0130065158489687,0.015,0.005,1,PBK
0.057709682413016335,1.2887512882981143,0.039,0.022,1,METTL3
0.057710707796326026,0.7741752376648325,0.18,0.154,1,NXPE3
0.057767257361839464,0.8143975307569611,0.098,0.072,1,MTPAP
0.05786247238217063,3.621606822512642,0.012,0.003,1,CNTNAP1
0.05788783057460222,-0.11122649750102581,0.182,0.228,1,LYRM2
0.05793318355073806,-0.3405584591539186,0.03,0.048,1,RNF219
0.057946161992976246,2.8936794294006134,0.012,0.003,1,HINFP
0.05798472888504878,0.8073592610979778,0.097,0.072,1,TCAIM
0.058012906566124484,0.6104903433768976,0.415,0.415,1,KLF10
0.05821759280664353,-0.8042291721268686,0.007,0.016,1,SCD
0.05829665000271973,-1.3061812315989325,0.007,0.016,1,ZNF215
0.05836917154338468,-0.1795445442731025,0.037,0.058,1,FAAP20
0.05841507695106347,-0.25897872955786383,0.03,0.048,1,ELK1
0.058528294161501244,0.632655786357887,0.122,0.095,1,CD37
0.05853481017465772,2.6304160533968135,0.012,0.003,1,RECQL5
0.0586158822608883,-0.4727361117906064,0.039,0.059,1,SLC1A5
0.05861930680591218,1.978556462329391,0.012,0.003,1,HIST1H4K
0.05877286822022537,-0.7385132711760729,0.007,0.016,1,KLHL22
0.05878860396721991,1.9131806900133892,0.012,0.003,1,SNORA50C
0.05885255110695218,-0.8333106695828834,0.007,0.016,1,LIME1
0.05890472648433679,-0.5636053738181199,0.018,0.032,1,ZNF280C
0.05893232366829626,-0.3062607120834704,0.007,0.016,1,LOC728613
0.05895830690965869,1.9078031425682225,0.012,0.003,1,CES4A
0.05904061215299517,0.8794159498380889,0.057,0.037,1,SIPA1
0.05921362369342304,1.5267602066253705,0.012,0.003,1,LOC100270804
0.05926366234338077,1.5771903209188363,0.024,0.011,1,DGCR2
0.05946166417631254,-0.7440613832535679,0.013,0.026,1,SUV39H1
0.0594698574216494,1.405696170864851,0.012,0.003,1,LINC01475
0.059493248588850044,-0.7901685496835729,0.007,0.016,1,TIPARP-AS1
0.059624052765990206,-0.17161867985661478,0.178,0.221,1,SMIM10L1
0.059743395995962255,1.0324802038149123,0.091,0.067,1,FAM210B
0.05977751843142916,2.356730092312062,0.02,0.008,1,ZFYVE1
0.05997423290381828,2.0084942663714003,0.02,0.008,1,ZG16B
0.05999125508156918,-0.8086177397335628,0.021,0.037,1,PIAS4
0.06001028802483127,0.5513807269834241,0.065,0.043,1,LSM14B
0.06010238465773463,-0.1763132032221053,0.049,0.072,1,COASY
