NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOCC_RIBOSOMAL_SUBUNIT	GOCC_RIBOSOMAL_SUBUNIT	Details ...	152	0.8275452	2.0166752	0.0	0.0	0.0	653	tags=45%, list=6%, signal=47%	
GOBP_CYTOPLASMIC_TRANSLATION	GOBP_CYTOPLASMIC_TRANSLATION	Details ...	139	0.8324976	1.9959264	0.0	0.0	0.0	519	tags=42%, list=5%, signal=44%	
GOCC_CYTOSOLIC_RIBOSOME	GOCC_CYTOSOLIC_RIBOSOME	Details ...	100	0.82359904	1.9283545	0.0	0.0	0.0	774	tags=66%, list=7%, signal=71%	
GOCC_SMALL_RIBOSOMAL_SUBUNIT	GOCC_SMALL_RIBOSOMAL_SUBUNIT	Details ...	63	0.8592253	1.9120157	0.0	2.1999194E-4	0.001	625	tags=48%, list=6%, signal=50%	
GOMF_STRUCTURAL_CONSTITUENT_OF_RIBOSOME	GOMF_STRUCTURAL_CONSTITUENT_OF_RIBOSOME	Details ...	139	0.78342843	1.8757149	0.0	8.849578E-4	0.005	653	tags=48%, list=6%, signal=51%	
GOCC_RIBOSOME	GOCC_RIBOSOME	Details ...	186	0.7579538	1.8750134	0.0	7.3746487E-4	0.005	774	tags=41%, list=7%, signal=44%	
GOBP_NEGATIVE_REGULATION_OF_SYNCYTIUM_FORMATION_BY_PLASMA_MEMBRANE_FUSION	GOBP_NEGATIVE_REGULATION_OF_SYNCYTIUM_FORMATION_BY_PLASMA_MEMBRANE_FUSION	Details ...	39	0.89376694	1.8741721	0.0	7.594147E-4	0.006	653	tags=77%, list=6%, signal=82%	
GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT	GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT	Details ...	46	0.8882705	1.8720496	0.0	8.864976E-4	0.008	846	tags=80%, list=8%, signal=87%	
GOCC_SMALL_SUBUNIT_PROCESSOME	GOCC_SMALL_SUBUNIT_PROCESSOME	Details ...	62	0.85007983	1.8688266	0.0	0.0011832	0.012	740	tags=42%, list=7%, signal=45%	
GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT	GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT	Details ...	36	0.90161085	1.868645	0.0	0.0010648799	0.012	469	tags=72%, list=4%, signal=75%	
GOBP_RIBOSOMAL_SMALL_SUBUNIT_BIOGENESIS	GOBP_RIBOSOMAL_SMALL_SUBUNIT_BIOGENESIS	Details ...	95	0.8093207	1.8649141	0.0	0.0012893067	0.016	767	tags=34%, list=7%, signal=36%	
GOBP_STRIATED_MUSCLE_CONTRACTION	GOBP_STRIATED_MUSCLE_CONTRACTION	Details ...	102	0.7865965	1.8303018	0.0	0.004939108	0.062	915	tags=46%, list=9%, signal=50%	
GOCC_PRERIBOSOME	GOCC_PRERIBOSOME	Details ...	87	0.8002016	1.8235906	0.0	0.005921098	0.08	1076	tags=39%, list=10%, signal=43%	
GOBP_MYOBLAST_FUSION	GOBP_MYOBLAST_FUSION	Details ...	52	0.8465219	1.8207977	0.0	0.006577272	0.096	846	tags=65%, list=8%, signal=71%	
GOCC_LARGE_RIBOSOMAL_SUBUNIT	GOCC_LARGE_RIBOSOMAL_SUBUNIT	Details ...	92	0.79275316	1.8030801	0.0	0.011631805	0.175	893	tags=46%, list=9%, signal=49%	
GOBP_REGULATION_OF_SYNCYTIUM_FORMATION_BY_PLASMA_MEMBRANE_FUSION	GOBP_REGULATION_OF_SYNCYTIUM_FORMATION_BY_PLASMA_MEMBRANE_FUSION	Details ...	46	0.8384071	1.7909485	0.0	0.017432267	0.268	653	tags=67%, list=6%, signal=72%	
GOBP_SYNCYTIUM_FORMATION	GOBP_SYNCYTIUM_FORMATION	Details ...	60	0.8113077	1.7760421	0.0	0.027958112	0.42	846	tags=58%, list=8%, signal=63%	
GOMF_GROWTH_FACTOR_RECEPTOR_BINDING	GOMF_GROWTH_FACTOR_RECEPTOR_BINDING	Details ...	59	0.80709136	1.7745805	0.0	0.02822482	0.44	398	tags=12%, list=4%, signal=12%	
GOBP_TRANSLATION	GOBP_TRANSLATION	Details ...	497	0.6777444	1.7737403	0.0	0.027858403	0.454	1176	tags=26%, list=11%, signal=28%	
HP_ABNORMAL_CIRCULATING_PROTEINOGENIC_AMINO_ACID_DERIVATIVE_CONCENTRATION	HP_ABNORMAL_CIRCULATING_PROTEINOGENIC_AMINO_ACID_DERIVATIVE_CONCENTRATION	Details ...	49	0.8233509	1.7734915	0.0	0.026643327	0.457	473	tags=24%, list=5%, signal=26%	
HP_ABNORMAL_CIRCULATING_AMINO_ACID_CONCENTRATION	HP_ABNORMAL_CIRCULATING_AMINO_ACID_CONCENTRATION		118	0.74313176	1.7688493	0.0	0.029249975	0.501	1017	tags=20%, list=10%, signal=22%	
HP_ABNORMAL_NUMBER_OF_ERYTHROID_PRECURSORS	HP_ABNORMAL_NUMBER_OF_ERYTHROID_PRECURSORS		44	0.82675415	1.7647841	0.0	0.032142986	0.548	455	tags=50%, list=4%, signal=52%	
GOBP_RIBOSOME_BIOGENESIS	GOBP_RIBOSOME_BIOGENESIS		260	0.6962233	1.7587162	0.0	0.037403747	0.617	926	tags=25%, list=9%, signal=26%	
HP_ADENOCARCINOMA_OF_THE_COLON	HP_ADENOCARCINOMA_OF_THE_COLON		31	0.8505836	1.757112	0.0013927576	0.038020857	0.642	455	tags=65%, list=4%, signal=67%	
HP_MACROCYTIC_ANEMIA	HP_MACROCYTIC_ANEMIA		57	0.8086756	1.7542088	0.0	0.04015124	0.68	455	tags=40%, list=4%, signal=42%	
GOMF_MRNA_5_UTR_BINDING	GOMF_MRNA_5_UTR_BINDING		20	0.9076685	1.7489175	0.0014064697	0.044941504	0.742	421	tags=50%, list=4%, signal=52%	
HP_ERYTHROID_HYPOPLASIA	HP_ERYTHROID_HYPOPLASIA		29	0.85559994	1.7329322	0.0014084507	0.06671601	0.866	455	tags=72%, list=4%, signal=76%	
HP_THROMBOCYTOSIS	HP_THROMBOCYTOSIS		55	0.7937435	1.7315857	0.0013140604	0.06717998	0.883	625	tags=47%, list=6%, signal=50%	
GOMF_STRUCTURAL_MOLECULE_ACTIVITY	GOMF_STRUCTURAL_MOLECULE_ACTIVITY		309	0.67930216	1.730299	0.0	0.066756845	0.891	797	tags=28%, list=8%, signal=29%	
HP_ADENOCARCINOMA_OF_THE_INTESTINES	HP_ADENOCARCINOMA_OF_THE_INTESTINES		35	0.8396862	1.7267175	0.0013368984	0.0708746	0.917	455	tags=57%, list=4%, signal=60%	
HP_MALIGNANT_GENITOURINARY_TRACT_TUMOR	HP_MALIGNANT_GENITOURINARY_TRACT_TUMOR		33	0.8347466	1.724961	0.0	0.07195959	0.923	455	tags=61%, list=4%, signal=63%	
HP_ABNORMAL_CIRCULATING_NON_PROTEINOGENIC_AMINO_ACID_CONCENTRATION	HP_ABNORMAL_CIRCULATING_NON_PROTEINOGENIC_AMINO_ACID_CONCENTRATION		24	0.86861247	1.723604	0.0	0.07222438	0.931	573	tags=42%, list=5%, signal=44%	
HP_DUPLICATION_OF_THUMB_PHALANX	HP_DUPLICATION_OF_THUMB_PHALANX		43	0.83086723	1.7211733	0.0	0.0746784	0.94	455	tags=49%, list=4%, signal=51%	
GOBP_MUSCLE_CONTRACTION	GOBP_MUSCLE_CONTRACTION		158	0.7066193	1.7211468	0.0	0.072481975	0.94	915	tags=33%, list=9%, signal=36%	
HP_ABSENT_THUMB	HP_ABSENT_THUMB		46	0.8103752	1.7207469	0.0	0.071118265	0.941	625	tags=48%, list=6%, signal=51%	
HP_PURE_RED_CELL_APLASIA	HP_PURE_RED_CELL_APLASIA		26	0.85238594	1.7166505	0.0014005603	0.07676433	0.959	455	tags=77%, list=4%, signal=80%	
